SEQNO	SRC_FLD_INFO	MAPPING_INFO	CODE_NAME	CLASS_NAME	
2	ARY_STRT_02*.BUR_C	ARY_STRT_03*.BUR_C	<NODATA>	ap01_0200_600005_res_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_03*.RPOT_DV	<NODATA>	ap01_0200_600005_res_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_03*.STRC_STRT_03	<NODATA>	ap01_0200_600005_res_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_03*.STRC_STRT_03*	<NODATA>	ap01_0200_600005_res_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_03*.STRC_STRT_03*.SBJ_C	<NODATA>	ap01_0200_600005_res_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_03*.STRC_STRT_03*.AM	<NODATA>	ap01_0200_600005_res_map	
8	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_03*.STRC_STRT_03*.THREE_03	<NODATA>	ap01_0200_600005_res_map	
9	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_03*.STRC_STRT_03*.THREE_03*	<NODATA>	ap01_0200_600005_res_map	
10	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE1	ARY_STRT_03*.STRC_STRT_03*.THREE_03*.THREE1	<NODATA>	ap01_0200_600005_res_map	
11	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE2	ARY_STRT_03*.STRC_STRT_03*.THREE_03*.THREE2	<NODATA>	ap01_0200_600005_res_map	
12	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_03*.STRC_STRT_03*.THREE_03*	<NODATA>	ap01_0200_600005_res_map	
13	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_03*.STRC_STRT_03*.THREE_03	<NODATA>	ap01_0200_600005_res_map	
14	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_03*.STRC_STRT_03*	<NODATA>	ap01_0200_600005_res_map	
15	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_03*.STRC_STRT_03	<NODATA>	ap01_0200_600005_res_map	
16	ARY_STRT_02*.FLR	ARY_STRT_03*.FLR	<NODATA>	ap01_0200_600005_res_map	
17	ARY_STRT_02*	ARY_STRT_03*	<NODATA>	ap01_0200_600005_res_map	
5	OWN_NAME	OWN_NAME	<NODATA>	ap13_0200_500001_res_map	
18	ARY_STRT_02	ARY_STRT_03	<NODATA>	ap01_0200_600005_res_map	
6	TAX_MAX	TAX_MAX	<NODATA>	ap13_0200_500001_res_map	
0	kind_code	kind_code	<NODATA>	ap13_0200_600001_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap14_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap14_req_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600002_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600002_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_600002_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_600002_req_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600002_req_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600002_req_map	
0	ARY_STRT_04	ARY_STRT_03	<NODATA>	ap01_0200_600002_res_map	
1	ARY_STRT_04*	ARY_STRT_03*	<NODATA>	ap01_0200_600002_res_map	
2	ARY_STRT_04*.BUR_C	ARY_STRT_03*.BUR_C	<NODATA>	ap01_0200_600002_res_map	
3	ARY_STRT_04*.RPOT_DV	ARY_STRT_03*.RPOT_DV	<NODATA>	ap01_0200_600002_res_map	
4	ARY_STRT_04*	ARY_STRT_03*	<NODATA>	ap01_0200_600002_res_map	
5	ARY_STRT_04	ARY_STRT_03	<NODATA>	ap01_0200_600002_res_map	
0	DATA	DATA	<NODATA>	ap01_0200_500007_req_map	
0	kind_code	kind_code	<NODATA>	comm_ap06_req_map	
0	DATA	DATA	<NODATA>	ap01_0200_700007_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap06_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap06_req_map	
3	senddata	senddata	<NODATA>	comm_ap06_req_map	
4	sendtime	sendtime	<NODATA>	comm_ap06_req_map	
5	remark	remark	<NODATA>	comm_ap06_req_map	
0	kind_code	"0210"	<NODATA>	comm_ap06_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap06_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap06_res_map	
3	senddata	senddata	<NODATA>	comm_ap06_res_map	
4	sendtime	sendtime	<NODATA>	comm_ap06_res_map	
5	remark	remark	<NODATA>	comm_ap06_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap06_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap06_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap06_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap06_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap06_0200_500001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap06_0200_500001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap06_0200_500001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap06_0200_500001_res_map	
0	kind_code	"0210"	<NODATA>	comm_ap12_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap12_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap12_res_map	
3	len	len	<NODATA>	comm_ap12_res_map	
4	senddata	senddata	<NODATA>	comm_ap12_res_map	
5	sendtime	sendtime	<NODATA>	comm_ap12_res_map	
6	remark	remark	<NODATA>	comm_ap12_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap12_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap12_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap12_0200_500001_req_map	
0	kind_code	kind_code	<NODATA>	ap14_0200_600001_res_map	
1	tx_code	tx_code	<NODATA>	ap14_0200_600001_res_map	
2	sr_flag	sr_flag	<NODATA>	ap14_0200_600001_res_map	
3	len	len	<NODATA>	ap14_0200_600001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap12_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap12_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap12_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap12_0200_600001_req_map	
0	kind_code	"0210"	<NODATA>	comm_ap11_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap11_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap11_res_map	
3	len	len	<NODATA>	comm_ap11_res_map	
4	senddata	senddata	<NODATA>	comm_ap11_res_map	
5	sendtime	sendtime	<NODATA>	comm_ap11_res_map	
4	REG_NUMBER	REG_NUMBER	<NODATA>	ap14_0200_600001_res_map	
5	REG_GUBUN	REG_GUBUN	<NODATA>	ap14_0200_600001_res_map	
6	OWN_NAME	OWN_NAME	<NODATA>	ap14_0200_600001_res_map	
0	kind_code	kind_code	<NODATA>	ap14_0200_500001_res_map	
1	tx_code	tx_code	<NODATA>	ap14_0200_500001_res_map	
2	sr_flag	sr_flag	<NODATA>	ap14_0200_500001_res_map	
3	len	len	<NODATA>	ap14_0200_500001_res_map	
4	REG_NUMBER	REG_NUMBER	<NODATA>	ap14_0200_500001_res_map	
5	REG_GUBUN	REG_GUBUN	<NODATA>	ap14_0200_500001_res_map	
6	OWN_NAME	OWN_NAME	<NODATA>	ap14_0200_500001_res_map	
0	kind_code	"0210"	<NODATA>	comm_ap14_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap14_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap14_res_map	
3	len	len	<NODATA>	comm_ap14_res_map	
4	senddata	senddata	<NODATA>	comm_ap14_res_map	
5	sendtime	sendtime	<NODATA>	comm_ap14_res_map	
6	remark	remark	<NODATA>	comm_ap14_res_map	
7	TAX_MAX	TAX_MAX	<NODATA>	ap14_0200_600001_res_map	
0	kind_code	kind_code	<NODATA>	ap14_0200_500001_req_map	
1	tx_code	tx_code	<NODATA>	ap14_0200_500001_req_map	
6	remark	"BBB"	<NODATA>	comm_ap11_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap11_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap11_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap11_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap11_0200_500001_req_map	
0	kind_code	kind_code	<NODATA>	comm_ap12_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap12_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap12_req_map	
2	sr_flag	sr_flag	<NODATA>	ap14_0200_500001_req_map	
3	len	len	<NODATA>	ap14_0200_500001_req_map	
4	REG_NUMBER	REG_NUMBER	<NODATA>	ap14_0200_500001_req_map	
5	REG_GUBUN	REG_GUBUN	<NODATA>	ap14_0200_500001_req_map	
6	OWN_NAME	OWN_NAME	<NODATA>	ap14_0200_500001_req_map	
7	TAX_MAX	TAX_MAX	<NODATA>	ap14_0200_500001_res_map	
0	kind_code	kind_code	<NODATA>	comm_ap11_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap11_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap11_req_map	
3	len	len	<NODATA>	comm_ap11_req_map	
4	senddata	senddata	<NODATA>	comm_ap11_req_map	
5	sendtime	sendtime	<NODATA>	comm_ap11_req_map	
6	remark	remark	<NODATA>	comm_ap11_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap11_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap11_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap11_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap11_0200_600001_req_map	
3	len	len	<NODATA>	comm_ap12_req_map	
4	senddata	senddata	<NODATA>	comm_ap12_req_map	
5	sendtime	sendtime	<NODATA>	comm_ap12_req_map	
6	remark	remark	<NODATA>	comm_ap12_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap12_0200_500001_req_map	
3	len	len	<NODATA>	comm_ap14_req_map	
4	senddata	senddata	<NODATA>	comm_ap14_req_map	
5	sendtime	sendtime	<NODATA>	comm_ap14_req_map	
6	remark	remark	<NODATA>	comm_ap14_req_map	
0	kind_code	kind_code	<NODATA>	ap14_0200_600001_req_map	
1	tx_code	tx_code	<NODATA>	ap14_0200_600001_req_map	
2	sr_flag	sr_flag	<NODATA>	ap14_0200_600001_req_map	
3	len	len	<NODATA>	ap14_0200_600001_req_map	
4	REG_NUMBER	REG_NUMBER	<NODATA>	ap14_0200_600001_req_map	
5	REG_GUBUN	REG_GUBUN	<NODATA>	ap14_0200_600001_req_map	
6	OWN_NAME	OWN_NAME	<NODATA>	ap14_0200_600001_req_map	
7	TAX_MAX	TAX_MAX	<NODATA>	ap14_0200_600001_req_map	
7	TAX_MAX	TAX_MAX	<NODATA>	ap14_0200_500001_req_map	
0	kind_code	kind_code	<NODATA>	comm_ap03_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap03_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap03_req_map	
3	len	len	<NODATA>	comm_ap03_req_map	
4	senddata	senddata	<NODATA>	comm_ap03_req_map	
5	sendtime	sendtime	<NODATA>	comm_ap03_req_map	
6	remark	remark	<NODATA>	comm_ap03_req_map	
0	kind_code	"0210"	<NODATA>	comm_ap03_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap03_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap03_res_map	
3	len	len	<NODATA>	comm_ap03_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_600001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_600001_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap21_0200_600002_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap21_0200_600002_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap21_0200_600002_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap21_0200_600002_req_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap21_0200_600002_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_600001_req_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap21_0200_600002_req_map	
0	ARY_STRT_04	ARY_STRT_03	<NODATA>	ap21_0200_600002_res_map	
1	ARY_STRT_04*	ARY_STRT_03*	<NODATA>	ap21_0200_600002_res_map	
2	ARY_STRT_04*.BUR_C	ARY_STRT_03*.BUR_C	<NODATA>	ap21_0200_600002_res_map	
3	ARY_STRT_04*.RPOT_DV	ARY_STRT_03*.RPOT_DV	<NODATA>	ap21_0200_600002_res_map	
4	ARY_STRT_04*	ARY_STRT_03*	<NODATA>	ap21_0200_600002_res_map	
5	ARY_STRT_04	ARY_STRT_03	<NODATA>	ap21_0200_600002_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap21_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap21_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap21_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap21_0200_600001_req_map	
4	senddata	senddata	<NODATA>	comm_ap03_res_map	
5	sendtime	sendtime	<NODATA>	comm_ap03_res_map	
6	remark	remark	<NODATA>	comm_ap03_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap03_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap03_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap03_0200_600001_req_map	
3	TAX_MAX	OWN_NAME	<NODATA>	ap03_0200_600001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap03_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap03_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap03_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap03_0200_600001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap03_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap03_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap03_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap03_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap03_0200_500001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap03_0200_500001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap03_0200_500001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap03_0200_500001_res_map	
0	kind_code	"0210"	<NODATA>	comm_ap05_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap05_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap05_res_map	
3	senddata	senddata	<NODATA>	comm_ap05_res_map	
4	sendtime	sendtime	<NODATA>	comm_ap05_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap21_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap21_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap21_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap21_0200_600001_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap21_0200_500002_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap21_0200_500002_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap21_0200_500002_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap21_0200_500002_req_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap21_0200_500002_req_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap21_0200_500002_req_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap21_0200_500002_res_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap21_0200_500002_res_map	
5	remark	remark	<NODATA>	comm_ap05_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap05_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap05_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap05_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap05_0200_600001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap05_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap05_0200_600001_res_map	
0	kind_code	kind_code	<NODATA>	comm_ap05_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap05_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap05_req_map	
3	senddata	senddata	<NODATA>	comm_ap05_req_map	
4	sendtime	sendtime	<NODATA>	comm_ap05_req_map	
5	remark	remark	<NODATA>	comm_ap05_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap21_0200_500002_res_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap21_0200_500002_res_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap21_0200_500002_res_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap21_0200_500002_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap05_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap05_0200_600001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap05_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap21_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap21_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap21_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap21_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap21_0200_500001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap21_0200_500001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap21_0200_500001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap21_0200_500001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap05_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap05_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap05_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap05_0200_500001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap05_0200_500001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap05_0200_500001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap05_0200_500001_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500002_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500002_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_500002_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_500002_req_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500002_req_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500002_req_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500002_res_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500002_res_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_500002_res_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_500002_res_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500002_res_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500002_res_map	
0	kind_code	kind_code	<NODATA>	comm_ap21_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap21_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap21_req_map	
3	senddata	senddata	<NODATA>	comm_ap21_req_map	
4	sendtime	sendtime	<NODATA>	comm_ap21_req_map	
5	remark	remark	<NODATA>	comm_ap21_req_map	
0	kind_code	"0210"	<NODATA>	comm_ap21_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap21_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap21_res_map	
3	senddata	senddata	<NODATA>	comm_ap21_res_map	
4	sendtime	sendtime	<NODATA>	comm_ap21_res_map	
5	remark	remark	<NODATA>	comm_ap21_res_map	
0	kind_code	kind_code	<NODATA>	comm_ap22_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap22_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap22_req_map	
3	senddata	senddata	<NODATA>	comm_ap22_req_map	
4	sendtime	sendtime	<NODATA>	comm_ap22_req_map	
5	remark	remark	<NODATA>	comm_ap22_req_map	
0	kind_code	"0210"	<NODATA>	comm_ap22_res_map	
1	tx_code	tx_code	<NODATA>	comm_ap22_res_map	
2	sr_flag	"R"	<NODATA>	comm_ap22_res_map	
3	senddata	senddata	<NODATA>	comm_ap22_res_map	
4	sendtime	sendtime	<NODATA>	comm_ap22_res_map	
5	remark	remark	<NODATA>	comm_ap22_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap22_0200_600002_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap22_0200_600002_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap22_0200_600002_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap22_0200_600002_req_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap22_0200_600002_req_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap22_0200_600002_req_map	
0	ARY_STRT_04	ARY_STRT_03	<NODATA>	ap22_0200_600002_res_map	
1	ARY_STRT_04*	ARY_STRT_03*	<NODATA>	ap22_0200_600002_res_map	
2	ARY_STRT_04*.BUR_C	ARY_STRT_03*.BUR_C	<NODATA>	ap22_0200_600002_res_map	
3	ARY_STRT_04*.RPOT_DV	ARY_STRT_03*.RPOT_DV	<NODATA>	ap22_0200_600002_res_map	
4	ARY_STRT_04*	ARY_STRT_03*	<NODATA>	ap22_0200_600002_res_map	
5	ARY_STRT_04	ARY_STRT_03	<NODATA>	ap22_0200_600002_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap22_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap22_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap22_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap22_0200_600001_req_map	
0	ARYCNT	ARYCNT	<NODATA>	ap01_0200_600006_req_map	
1	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600006_req_map	
2	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600006_req_map	
3	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_600006_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap22_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap22_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap22_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap22_0200_600001_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap22_0200_500002_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap22_0200_500002_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap22_0200_500002_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap22_0200_500002_req_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap22_0200_500002_req_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap22_0200_500002_req_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap22_0200_500002_res_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap22_0200_500002_res_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap22_0200_500002_res_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap22_0200_500002_res_map	
4	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap22_0200_500002_res_map	
5	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap22_0200_500002_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap22_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap22_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap22_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap22_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap22_0200_500001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap22_0200_500001_res_map	
4	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_600006_req_map	
5	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600006_req_map	
6	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600006_req_map	
0	ARYCNT	ARYCNT	<NODATA>	ap01_0200_600006_res_map	
1	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600006_res_map	
2	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600006_res_map	
3	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_600006_res_map	
4	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_600006_res_map	
5	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600006_res_map	
6	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600006_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap22_0200_500001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap22_0200_500001_res_map	
0	kind_code	kind_code	<NODATA>	comm_ap23_req_map	
1	tx_code	tx_code	<NODATA>	comm_ap23_req_map	
2	sr_flag	sr_flag	<NODATA>	comm_ap23_req_map	
